# REDIRECTS.CSV — Fichier unique de redirections PSP → Twelvy
# Usage : à implémenter dans next.config.ts le jour du basculement de domaine
# Format : ancienne_url,nouvelle_url,type,statut
# type : 301 (permanent) pour toutes les redirections SEO
# statut : LIVE = déjà dans next.config.ts, PRÊT = à ajouter le jour J
#
# Mis à jour le 08 Mars 2026
# Source vérifiée : PSP_ARTICLES_GROUND_TRUTH.md + headless.twelvy.net WP (124 pages confirmées)

# =============================================
# CATÉGORIE 1 : Pages PHP → Pages Twelvy (48)
# =============================================
# Ancien format prostagespermis.fr : /slug.php
# Tous les slugs Twelvy vérifiés contre headless.twelvy.net/wp-json/wp/v2/pages
ancienne_url,nouvelle_url,type,statut
/p-a-quel-moment-faire-un-stage,/retrait-de-permis,301,PRÊT
/p-a-quel-moment-sinscrire-a-un-stage,/comment-sinscrire-a-un-stage,301,PRÊT
# FIX: /combien-de-temps-pour-recuperer-ses-points est une page placeholder → redirige directement vers l'article cible
/p-au-bout-de-combien-de-temps-je-recupere-mes-points,/stage-de-sensibilisation-a-la-securite-routiere,301,PRÊT
/p-comment-savoir-si-le-centre-est-agree,/agrements-du-stage,301,PRÊT
/p-deroulement-et-programme-du-stage,/programme-du-stage,301,PRÊT
/p-inscrire-stage,/comment-sinscrire-a-un-stage,301,PRÊT
# FIX 14 Mar: /paiement-amende archived → redirect to real article
/p-quel-mode-de-paiement-choisir,/payer-son-amende,301,PRÊT
/p-mais-dou-viennent-les-stages,/les-stages-permis-a-points,301,PRÊT
/p-annulation-et-remboursement,/comment-sinscrire-a-un-stage,301,PRÊT
/p-suivre-mon-inscription,/comment-sinscrire-a-un-stage,301,PRÊT
/p-modifier-la-date-de-mon-stage,/comment-sinscrire-a-un-stage,301,PRÊT
/p-contacter-le-service-client,https://www.khapeo.com/wp/psp/aide-et-contact-prostagespermis/,301,PRÊT
/p-faq,/questions-frequentes,301,PRÊT
/p-faq4,/questions-frequentes,301,PRÊT
/p-meilleur-prix,/satisfait-ou-rembourse,301,PRÊT
/p-aide,https://www.khapeo.com/wp/psp/aide-et-contact-prostagespermis/,301,PRÊT
/p-comment-telecharger-mes-documents,/comment-sinscrire-a-un-stage,301,PRÊT

# ── Pages Part 2C (actif=0, slug identique sur Twelvy — wildcard suffit) ──
# /p-qui-sommes-nous → /qui-sommes-nous ✅ wildcard OK
# /p-mentions-legales → /mentions-legales ✅ wildcard OK

# ── Exemples confirmés slug identique (wildcard couvre ces cas) ──────────
# /p-stationnement-interdit → /stationnement-interdit ✅
# /p-exces-de-vitesse → /exces-de-vitesse ✅
# /p-alcool-au-volant → /alcool-au-volant ✅
# /p-amende-exces-de-vitesse → /amende-exces-de-vitesse ✅
# /p-amende-feu-rouge → /amende-feu-rouge ✅
# /p-amende-forfaitaire-majoree → /amende-forfaitaire-majoree ✅
# /p-annulation-permis → /annulation-permis ✅
# /p-articles-securite-routiere → /articles-securite-routiere ✅
# /p-avocat-permis-de-conduire → /avocat-permis-de-conduire ✅
# /p-conduite-accompagnee → /conduite-accompagnee ✅
# /p-conduite-sans-permis → /conduite-sans-permis ✅
# /p-conseils → /conseils ✅
# /p-delit-fuite → /delit-fuite ✅
# /p-distance-de-securite → /distance-de-securite ✅
# /p-legalite → /legalite ✅
# /p-loi-permis-a-points-2011 → /loi-permis-a-points-2011 ✅
# /p-nombre-de-points-permis → /nombre-de-points-permis ✅
# /p-permis-de-conduire-candidat-libre → /permis-de-conduire-candidat-libre ✅
# /p-permis-etranger → /permis-etranger ✅
# /p-permis-international → /permis-international ✅
# /p-permis-probatoire → /permis-probatoire ✅
# /p-radar-feu-rouge → /radar-feu-rouge ✅
# /p-radar-fixe → /radar-fixe ✅
# /p-refus-de-priorite → /refus-de-priorite ✅
# /p-repasser-permis → /repasser-permis ✅
# /p-retrait-de-permis → /retrait-de-permis ✅
# /p-sens-interdit → /sens-interdit ✅
# /p-stage-permis-probatoire → /stage-permis-probatoire ✅
# /p-stage-rattrapage-points → /stage-rattrapage-points ✅
# /p-stages-obligatoires → /stages-obligatoires ✅
# /p-stages-volontaires → /stages-volontaires ✅
# /p-telephone-au-volant → /telephone-au-volant ✅
# /p-tests-psychotechniques → /tests-psychotechniques ✅
# WILDCARD (à placer EN DERNIER) : { source: '/p-:slug', destination: '/:slug', permanent: true }

# ── Nouvelles pages actif=0 migrées le 08 Mars 2026 — slug identique PSP/Twelvy ──
# wildcard couvre automatiquement (slug identique) :
# /p-satisfait-ou-rembourse → /satisfait-ou-rembourse ✅ (WP 852)
# /p-motifs-pour-contester-amende → /motifs-pour-contester-amende ✅ (WP 855)
# /p-delai-pour-contester-amende → /delai-pour-contester-amende ✅ (WP 856)
# /p-vice-de-forme-amende → /vice-de-forme-amende ✅ (WP 857)
# /p-contester-amende-autre-conducteur → /contester-amende-autre-conducteur ✅ (WP 858)
# /p-consigner-une-amende → /consigner-une-amende ✅ (WP 859)
# /p-contester-un-pv-electronique → /contester-un-pv-electronique ✅ (WP 860)
# /p-reponse-contestation-amende → /reponse-contestation-amende ✅ (WP 861)
# /p-formulaire-de-requete-en-exoneration → /formulaire-de-requete-en-exoneration ✅ (WP 862)
# /p-formulaire-de-requete-en-exoneration-cas-n1 → /formulaire-de-requete-en-exoneration-cas-n1 ✅ (WP 863)
# /p-formulaire-de-requete-en-exoneration-cas-n2 → /formulaire-de-requete-en-exoneration-cas-n2 ✅ (WP 864)
# /p-formulaire-de-requete-en-exoneration-cas-n3 → /formulaire-de-requete-en-exoneration-cas-n3 ✅ (WP 865)
# /p-modele-de-lettre-contestation → /modele-de-lettre-contestation ✅ (WP 866)
# /p-modele-de-lettre-contester-exces-de-vitesse → /modele-de-lettre-contester-exces-de-vitesse ✅ (WP 867)
# /p-modele-de-lettre-contester-stationnement → /modele-de-lettre-contester-stationnement ✅ (WP 868)
# /p-modele-de-lettre-feu-rouge → /modele-de-lettre-feu-rouge ✅ (WP 869)
# /p-adresse-pour-contester-amende → /adresse-pour-contester-amende ✅ (WP 870)
# /p-delai-de-reponse-a-ma-contestation → /delai-de-reponse-a-ma-contestation ✅ (WP 871)
# /p-pas-de-reponse-a-ma-contestation-amende → /pas-de-reponse-a-ma-contestation-amende ✅ (WP 872)
# /p-comment-contester-une-amende-en-ligne → /comment-contester-une-amende-en-ligne ✅ (WP 873)
# /p-comment-contester-une-amende-par-courrier → /comment-contester-une-amende-par-courrier ✅ (WP 874)
# /p-feu-rouge-point → /feu-rouge-point ✅ (WP 875)
# /p-fonctionnement-radar-feu-rouge → /fonctionnement-radar-feu-rouge ✅ (WP 876)
# /p-flash-radar-feu-rouge → /flash-radar-feu-rouge ✅ (WP 877)
# /p-suspension-permis-feu-rouge → /suspension-permis-feu-rouge ✅ (WP 878)
# /p-griller-feu-rouge-jeune-conducteur → /griller-feu-rouge-jeune-conducteur ✅ (WP 879)
# /p-velo-feu-rouge → /velo-feu-rouge ✅ (WP 880)
# /p-carte-radar-feu-rouge → /carte-radar-feu-rouge ✅ (WP 881)

# =============================================
# CATÉGORIE 3 : URLs ville HTML → Pages ville Twelvy (31)
# =============================================
# Ancien format : /recuperation-points-VILLE-CODEPOSTAL-DEPT.html
# Nouveau format : /stages-recuperation-points/ville
/recuperation-points-AIX-EN-PROVENCE-13090-13.html,/stages-recuperation-points/aix-en-provence,301,PRÊT
/recuperation-points-AMIENS-80017-80.html,/stages-recuperation-points/amiens,301,PRÊT
/recuperation-points-ANGERS-49000-49.html,/stages-recuperation-points/angers,301,PRÊT
/recuperation-points-AVIGNON-84000-84.html,/stages-recuperation-points/avignon,301,PRÊT
/recuperation-points-BALMA-31130-31.html,/stages-recuperation-points/balma,301,PRÊT
/recuperation-points-BOULOGNE-BILLANCOURT-92100-92.html,/stages-recuperation-points/boulogne-billancourt,301,PRÊT
/recuperation-points-BRON-69500-69.html,/stages-recuperation-points/bron,301,PRÊT
/recuperation-points-CAEN-14000-14.html,/stages-recuperation-points/caen,301,PRÊT
/recuperation-points-CALAIS-62100-62.html,/stages-recuperation-points/calais,301,PRÊT
/recuperation-points-CHATEAU-THIERRY-02400-02.html,/stages-recuperation-points/chateau-thierry,301,PRÊT
/recuperation-points-CLERMONT-FERRAND-63000-63.html,/stages-recuperation-points/clermont-ferrand,301,PRÊT
/recuperation-points-DIEPPE-76200-76.html,/stages-recuperation-points/dieppe,301,PRÊT
/recuperation-points-DREUX-28100-28.html,/stages-recuperation-points/dreux,301,PRÊT
/recuperation-points-FLOIRAC-33270-33.html,/stages-recuperation-points/floirac,301,PRÊT
/recuperation-points-LE-MANS-72100-72.html,/stages-recuperation-points/le-mans,301,PRÊT
/recuperation-points-LIEVIN-62800-62.html,/stages-recuperation-points/lievin,301,PRÊT
/recuperation-points-LYON-7EME-69007-69.html,/stages-recuperation-points/lyon,301,LIVE
/recuperation-points-MARSEILLE-13001-13.html,/stages-recuperation-points/marseille,301,LIVE
/recuperation-points-MEAUX-77100-77.html,/stages-recuperation-points/meaux,301,PRÊT
/recuperation-points-MULHOUSE-68100-68.html,/stages-recuperation-points/mulhouse,301,PRÊT
/recuperation-points-NICE-06000-06.html,/stages-recuperation-points/nice,301,LIVE
/recuperation-points-PARIS-12EME-75012-75.html,/stages-recuperation-points/paris,301,LIVE
/recuperation-points-PONTOISE-95000-95.html,/stages-recuperation-points/pontoise,301,PRÊT
/recuperation-points-PONTOISE-95300-95.html,/stages-recuperation-points/pontoise,301,PRÊT
/recuperation-points-REIMS-51100-51.html,/stages-recuperation-points/reims,301,PRÊT
/recuperation-points-RENNES-35000-35.html,/stages-recuperation-points/rennes,301,PRÊT
/recuperation-points-ROUBAIX-59100-59.html,/stages-recuperation-points/roubaix,301,PRÊT
/recuperation-points-ROUEN-76000-76.html,/stages-recuperation-points/rouen,301,PRÊT
/recuperation-points-STRASBOURG-67000-67.html,/stages-recuperation-points/strasbourg,301,LIVE
/recuperation-points-TOULON-83000-83.html,/stages-recuperation-points/toulon,301,LIVE
/recuperation-points-VALENCIENNES-59300-59.html,/stages-recuperation-points/valenciennes,301,PRÊT

# =============================================
# CATÉGORIE 4 : Blog /infos- → /blog/ (WILDCARD — 70 posts)
# =============================================
# Ancien format : /infos-slug (sur prostagespermis.fr)
# Nouveau format : /blog/slug (sur Twelvy)
# ENTRÉES EXPLICITES ci-dessous AVANT le wildcard dans next.config.ts
/infos-acheter-des-points-de-permis-ou-vendre-ses-points-de-permis-a-vos-risques-et-perils,/blog/les-risques-dacheter-ou-de-vendre-ses-points-de-permis,301,PRÊT
/infos-impunite-pv-etranger,/blog/limpunite-des-pv-a-letranger-est-terminee,301,PRÊT
/infos-nouveaux-radars,/blog/les-nouveaux-radars-rmng-et-dispositifs-traditionnels,301,LIVE
/infos-penurie-ethylotest-obligatoire-report-1er-mars-2013,/blog/ethylotest-4-mois-de-sursis,301,PRÊT
/infos-voiture-a-hydrogene,/blog/la-voiture-a-hydrogene-point-sur-les-dernieres-avancees,301,LIVE
# WILDCARD (à placer APRÈS les 5 entrées ci-dessus dans next.config.ts) :
# { source: '/infos-:slug', destination: '/blog/:slug', permanent: true }

# =============================================
# CATÉGORIE 5 : Pages blog mineures (2)
# =============================================
/avis-2,/temoignages-de-stagiaires,301,PRÊT
/contactez-nous,https://www.khapeo.com/wp/psp/aide-et-contact-prostagespermis/,301,PRÊT

# =============================================
# CATÉGORIE 6 : Redirections internes Twelvy (2)
# =============================================
# Déjà dans next.config.ts — à conserver
/conditions-generales,https://www.prostagespermis.fr/CGV_PROSTAGESPERMIS-STAGIAIRES.pdf,302,LIVE
/aide-et-contact,https://www.khapeo.com/wp/psp/aide-et-contact-prostagespermis/,302,LIVE

# =============================================
# CORRECTIONS APPLIQUÉES (vs version précédente)
# =============================================
# Cat 1: /permis-a-points.php → /les-stages-permis-a-points (était /les-points-de-permis — FAUX)
# Cat 1: /radars.php → /radar-automatique (était /radars-automatiques — FAUX)
# Cat 2: Ajout de 46 entrées explicites /p- (étaient absentes — wildcard seule insuffisante)
#        → 29 slugs actif=1 changés pendant migration
#        → 3 slugs actif=0 changés (dif-stage-permis, contester-une-amende, comment-contester-une-amende)
#        → 17 pages Part 2B FAQ/utilitaires non migrées → redirigées vers équivalent Twelvy
#
# =============================================
# TOTAL FINAL
# =============================================
# Cat 1 : 48 pages PHP — entrées individuelles
# Cat 2 : 49 entrées /p- explicites + 1 wildcard (/p-:slug → /:slug) pour les ~33 slugs identiques
# Cat 3 : 31 URLs ville HTML — entrées individuelles
# Cat 4 : 5 entrées blog + 1 wildcard (/infos-:slug → /blog/:slug)
# Cat 5 : 2 pages blog mineures
# Cat 6 : 2 redirections internes
# Cat 7 : 5 liens internes cassés dans contenu WP (Wave 3 audit - 09 Mar)
# Cat 8 : 95 URLs département HTML PSP → fiches département Twelvy (ajout 16 Mar 2026)
# NB : Aucune redirection région nécessaire — PSP n'avait PAS de pages région (vérifié par grep dans l'archive PSP)
# TOTAL couvert : ~300+ redirections

# =============================================
# CATÉGORIE 7 : Liens internes cassés dans contenu WP
# =============================================
# Trouvés par audit Wave 3 Phase 4 — ces URLs apparaissent comme href dans le contenu des articles/posts WP
/comment-contester-une-amende,/contester-mon-amende,301,LIVE
/contester-une-amende,/contester-mon-amende,301,LIVE
/stages-recuperation-de-points-pas-cher,/stage-de-recuperation-de-points-pas-cher,301,LIVE
/index.php,/,301,LIVE
/01-4518638-tolerance-zero-au-volant-grogne-chez-les-jeunes.php,/blog/alcool-au-volant-tolerance-zero-chez-les-jeunes,301,PRÊT

# =============================================
# CATÉGORIE 8 : URLs département HTML PSP → Fiches département Twelvy (95)
# =============================================
# Ajouté le 16 Mars 2026 — pages dept Twelvy créées (commit c3d9be5)
# Ancien format PSP : /recuperer-points-{nom-concaténé-sans-tirets-sans-accents}.html
# Nouveau format Twelvy : /stages-recuperation-points/departement/{slug}
# Source vérifiée : /Volumes/Crucial X9/PROSTAGES/www_3/includes/liens_departements.php
# 95 URLs toutes confirmées LIVE sur prostagespermis.fr (HTTP 200, check 16 Mar 2026)
#
# Note : 94 mappings 1:1 dept→dept + 1 cas spécial Corse → page région
# Note : PSP avait 2 slugs avec fautes d'orthographe — on redirige vers le slug Twelvy CORRECT :
#   - /recuperer-points-eureetloire.html → /eure-et-loir (PSP avait "loire" — incorrect, c'est "loir")
#   - /recuperer-points-ileetvilaine.html → /ille-et-vilaine (PSP avait "ile" — incorrect, c'est "ille")
/recuperer-points-ain.html,/stages-recuperation-points/departement/ain,301,PRÊT
/recuperer-points-aisne.html,/stages-recuperation-points/departement/aisne,301,PRÊT
/recuperer-points-allier.html,/stages-recuperation-points/departement/allier,301,PRÊT
/recuperer-points-alpeshauteprovence.html,/stages-recuperation-points/departement/alpes-de-haute-provence,301,PRÊT
/recuperer-points-alpesmaritimes.html,/stages-recuperation-points/departement/alpes-maritimes,301,PRÊT
/recuperer-points-ardeche.html,/stages-recuperation-points/departement/ardeche,301,PRÊT
/recuperer-points-ardennes.html,/stages-recuperation-points/departement/ardennes,301,PRÊT
/recuperer-points-ariege.html,/stages-recuperation-points/departement/ariege,301,PRÊT
/recuperer-points-aube.html,/stages-recuperation-points/departement/aube,301,PRÊT
/recuperer-points-aude.html,/stages-recuperation-points/departement/aude,301,PRÊT
/recuperer-points-aveyron.html,/stages-recuperation-points/departement/aveyron,301,PRÊT
/recuperer-points-basrhin.html,/stages-recuperation-points/departement/bas-rhin,301,PRÊT
/recuperer-points-bouchesdurhone.html,/stages-recuperation-points/departement/bouches-du-rhone,301,PRÊT
/recuperer-points-calvados.html,/stages-recuperation-points/departement/calvados,301,PRÊT
/recuperer-points-cantal.html,/stages-recuperation-points/departement/cantal,301,PRÊT
/recuperer-points-charente.html,/stages-recuperation-points/departement/charente,301,PRÊT
/recuperer-points-charentemaritime.html,/stages-recuperation-points/departement/charente-maritime,301,PRÊT
/recuperer-points-cher.html,/stages-recuperation-points/departement/cher,301,PRÊT
/recuperer-points-correze.html,/stages-recuperation-points/departement/correze,301,PRÊT
# CAS SPÉCIAL : PSP avait 1 seule page "Corse" — Twelvy a 2A + 2B séparés — redirige vers page RÉGION Corse qui englobe les deux
/recuperer-points-corse.html,/stages-recuperation-points/region/corse,301,PRÊT
/recuperer-points-cotedor.html,/stages-recuperation-points/departement/cote-dor,301,PRÊT
/recuperer-points-cotesdarmor.html,/stages-recuperation-points/departement/cotes-darmor,301,PRÊT
/recuperer-points-creuse.html,/stages-recuperation-points/departement/creuse,301,PRÊT
/recuperer-points-deuxsevres.html,/stages-recuperation-points/departement/deux-sevres,301,PRÊT
/recuperer-points-dordogne.html,/stages-recuperation-points/departement/dordogne,301,PRÊT
/recuperer-points-doubs.html,/stages-recuperation-points/departement/doubs,301,PRÊT
/recuperer-points-drome.html,/stages-recuperation-points/departement/drome,301,PRÊT
/recuperer-points-essonne.html,/stages-recuperation-points/departement/essonne,301,PRÊT
/recuperer-points-eure.html,/stages-recuperation-points/departement/eure,301,PRÊT
# FIX orthographe : PSP "eureetloire" (incorrect) → Twelvy "eure-et-loir" (correct)
/recuperer-points-eureetloire.html,/stages-recuperation-points/departement/eure-et-loir,301,PRÊT
/recuperer-points-finistere.html,/stages-recuperation-points/departement/finistere,301,PRÊT
/recuperer-points-gard.html,/stages-recuperation-points/departement/gard,301,PRÊT
/recuperer-points-gers.html,/stages-recuperation-points/departement/gers,301,PRÊT
/recuperer-points-gironde.html,/stages-recuperation-points/departement/gironde,301,PRÊT
/recuperer-points-hautegaronne.html,/stages-recuperation-points/departement/haute-garonne,301,PRÊT
/recuperer-points-hauteloire.html,/stages-recuperation-points/departement/haute-loire,301,PRÊT
/recuperer-points-hautemarne.html,/stages-recuperation-points/departement/haute-marne,301,PRÊT
/recuperer-points-hautesalpes.html,/stages-recuperation-points/departement/hautes-alpes,301,PRÊT
/recuperer-points-hautesaone.html,/stages-recuperation-points/departement/haute-saone,301,PRÊT
/recuperer-points-hautesavoie.html,/stages-recuperation-points/departement/haute-savoie,301,PRÊT
/recuperer-points-hautespyrenees.html,/stages-recuperation-points/departement/hautes-pyrenees,301,PRÊT
/recuperer-points-hautevienne.html,/stages-recuperation-points/departement/haute-vienne,301,PRÊT
/recuperer-points-hautrhin.html,/stages-recuperation-points/departement/haut-rhin,301,PRÊT
/recuperer-points-hautsdeseine.html,/stages-recuperation-points/departement/hauts-de-seine,301,PRÊT
/recuperer-points-herault.html,/stages-recuperation-points/departement/herault,301,PRÊT
# FIX orthographe : PSP "ileetvilaine" (incorrect) → Twelvy "ille-et-vilaine" (correct)
/recuperer-points-ileetvilaine.html,/stages-recuperation-points/departement/ille-et-vilaine,301,PRÊT
/recuperer-points-indre.html,/stages-recuperation-points/departement/indre,301,PRÊT
/recuperer-points-indreetloire.html,/stages-recuperation-points/departement/indre-et-loire,301,PRÊT
/recuperer-points-isere.html,/stages-recuperation-points/departement/isere,301,PRÊT
/recuperer-points-jura.html,/stages-recuperation-points/departement/jura,301,PRÊT
/recuperer-points-landes.html,/stages-recuperation-points/departement/landes,301,PRÊT
/recuperer-points-loire.html,/stages-recuperation-points/departement/loire,301,PRÊT
/recuperer-points-loireatlantique.html,/stages-recuperation-points/departement/loire-atlantique,301,PRÊT
/recuperer-points-loiret.html,/stages-recuperation-points/departement/loiret,301,PRÊT
/recuperer-points-loiretcher.html,/stages-recuperation-points/departement/loir-et-cher,301,PRÊT
/recuperer-points-lot.html,/stages-recuperation-points/departement/lot,301,PRÊT
/recuperer-points-lotetgaronne.html,/stages-recuperation-points/departement/lot-et-garonne,301,PRÊT
/recuperer-points-lozere.html,/stages-recuperation-points/departement/lozere,301,PRÊT
/recuperer-points-maineetloire.html,/stages-recuperation-points/departement/maine-et-loire,301,PRÊT
/recuperer-points-manche.html,/stages-recuperation-points/departement/manche,301,PRÊT
